"id","versjon","fornavn","etternavn","foedselsdato","doedsdato","kjoenn","fylke_id","parti_id","top_words_in_questions","top_tfidf_words_in_questions"
</span><span class=\"size-3\" name=\"antall: 48\">ta</span><span class=\"size-3\" name=\"antall: 48\">få</span><span class=\"size-3\" name=\"antall: 44\">sikre</span><span class=\"size-4\" name=\"antall: 40\">initiativ</span><span class=\"size-5\" name=\"antall: 37\">justisministeren</span><span class=\"size-5\" name=\"antall: 33\">nye</span><span class=\"size-6\" name=\"antall: 30\">gjøre</span><span class=\"size-6\" name=\"antall: 29\">bidra</span><span class=\"size-6\" name=\"antall: 29\">Stortinget</span><span class=\"size-6\" name=\"antall: 28\">Tromsø</span><span class=\"size-6\" name=\"antall: 27\">flere</span><span class=\"size-6\" name=\"antall: 27\">politiet</span><span class=\"size-7\" name=\"antall: 23\">barn</span><span class=\"size-7\" name=\"antall: 23\">får</span><span class=\"size-7\" name=\"antall: 22\">Regjeringen</span><span class=\"size-7\" name=\"antall: 21\">viktig</span><span class=\"size-7\" name=\"antall: 20\">Norge</span><span class=\"size-7\" name=\"antall: 20\">saken</span><span class=\"size-8\" name=\"antall: 18\">må</span><span class=\"size-8\" name=\"antall: 18\">år</span><span class=\"size-8\" name=\"antall: 17\">rette</span><span class=\"size-8\" name=\"antall: 17\">opplæring</span><span class=\"size-8\" name=\"antall: 17\">forvente</span><span class=\"size-8\" name=\"antall: 16\">tiltak</span><span class=\"size-8\" name=\"antall: 16\">videregående</span><span class=\"size-8\" name=\"antall: 16\">status</span><span class=\"size-8\" name=\"antall: 16\">elever</span><span class=\"size-8\" name=\"antall: 15\">andre</span><span class=\"size-8\" name=\"antall: 15\">hvorvidt</span>","<span class=\"size-1\" name=\"tfidf: 0.0280081169693\"> 
</span><span class=\"size-2\" name=\"tfidf: 0.0230837725366\">justisministeren</span><span class=\"size-3\" name=\"tfidf: 0.0219103176288\">sikre</span><span class=\"size-3\" name=\"tfidf: 0.0217299598998\">initiativ</span><span class=\"size-3\" name=\"tfidf: 0.0204261171391\">få</span><span class=\"size-3\" name=\"tfidf: 0.0204036017102\">Tromsø</span><span class=\"size-4\" name=\"tfidf: 0.0174954591986\">nye</span><span class=\"size-4\" name=\"tfidf: 0.0168753126742\">politiet</span><span class=\"size-5\" name=\"tfidf: 0.0158185663836\">bidra</span><span class=\"size-5\" name=\"tfidf: 0.0149258287584\">Stortinget</span><span class=\"size-5\" name=\"tfidf: 0.0147522658659\">flere</span><span class=\"size-6\" name=\"tfidf: 0.0137767527998\">gjøre</span><span class=\"size-6\" name=\"tfidf: 0.0126359780825\">ta</span><span class=\"size-6\" name=\"tfidf: 0.0119686546007\">viktig</span><span class=\"size-6\" name=\"tfidf: 0.011915645026\">får</span><span class=\"size-6\" name=\"tfidf: 0.0117919710505\">barn</span><span class=\"size-7\" name=\"tfidf: 0.0111274138034\">Regjeringen</span><span class=\"size-7\" name=\"tfidf: 0.0110875867163\">forvente</span><span class=\"size-7\" name=\"tfidf: 0.0109844260949\">opplæring</span><span class=\"size-7\" name=\"tfidf: 0.010962597783\">status</span><span class=\"size-7\" name=\"tfidf: 0.0109289512898\">videregående</span><span class=\"size-7\" name=\"tfidf: 0.010848925837\">saken</span><span class=\"size-7\" name=\"tfidf: 0.0103705904413\">elever</span><span class=\"size-7\" name=\"tfidf: 0.00942872961128\">Norge</span><span class=\"size-7\" name=\"tfidf: 0.00915897884518\">rette</span><span class=\"size-7\" name=\"tfidf: 0.00886056820294\">fortsatt</span><span class=\"size-7\" name=\"tfidf: 0.00883700813945\">knyttet</span><span class=\"size-7\" name=\"tfidf: 0.00868791180479\">Svalbard</span><span class=\"size-7\" name=\"tfidf: 0.00868158823754\">Nord-Norge</span>"
"EBE","1.0","Espen Barth","Eide","1964-05-01 00:00:00","0001-01-01 00:00:00","mann",NULL,NULL,NULL,NULL
"EBO","1.0","Else-May","Botten","1973-08-16 00:00:00","0001-01-01 00:00:00","kvinne","MR","A","<span class=\"size-7\" name=\"0\">for lite data til å lage ordsky</span>","<span class=\"size-1\" name=\"0.166975941415\">lostjenesten</span><span class=\"size-2\" name=\"0.158286566211\">rundt</span><span class=\"size-4\" name=\"0.102328409119\">knyttet</span><span class=\"size-5\" name=\"0.0955132020445\">piratlegemidler</span><span class=\"size-5\" name=\"0.0955132020445\">navigere</span><span class=\"size-5\" name=\"0.0955132020445\">netthandel</span><span class=\"size-5\" name=\"0.0923445266519\">viktig</span><span class=\"size-5\" name=\"0.0908612075441\">innplassering</span><span class=\"size-5\" name=\"0.0908612075441\">mtp</span><span class=\"size-5\" name=\"0.0908612075441\">Lostjenesten</span><span class=\"size-5\" name=\"0.0908612075441\">losforskriften</span><span class=\"size-5\" name=\"0.0859040245406\">nye</span><span class=\"size-10\" name=\"0.0834879707074\">lokalkunnskap</span><span class=\"size-10\" name=\"0.0834879707074\">destruert</span><span class=\"size-6\" name=\"0.078835976207\">Årets</span><span class=\"size-6\" name=\"0.0754076163159\">tollvesenet</span><span class=\"size-6\" name=\"0.0750801655497\">revidering</span><span class=\"size-6\" name=\"0.073910008589\">teknologiske</span><span class=\"size-6\" name=\"0.0733934915344\">produktene</span><span class=\"size-6\" name=\"0.0726863739796\">seiler</span><span class=\"size-6\" name=\"0.0716518056586\">trygt</span><span class=\"size-6\" name=\"0.0716518056586\">kystministeren</span><span class=\"size-6\" name=\"0.0707556218155\">differensiert</span><span class=\"size-6\" name=\"0.0699651316433\">vanskeligere</span><span class=\"size-6\" name=\"0.0696732852545\">fiskeri-</span><span class=\"size-6\" name=\"0.0683786297771\">produsenten</span><span class=\"size-6\" name=\"0.0680343794792\">trådte</span><span class=\"size-6\" name=\"0.0680343794792\">norskekysten</span><span class=\"size-6\" name=\"0.067096379866\">erfaringer</span>"
"ECC","1.0","Ellen Chr.","Christiansen","1964-12-10 00:00:00","0001-01-01 00:00:00","kvinne","Os","FrP",NULL,NULL
"ED","1.0","Erik","Dalheim","1940-10-04 00:00:00","0001-01-01 00:00:00","mann","Bu","A",NULL,NULL
"EDED","1.0","Edvard Magnus","Edvardsen","1910-12-18 00:00:00","2000-01-11 00:00:00","mann","Ro","A",NULL,NULL
"EDFJ","1.0","Edmund","Fjærvoll","1910-03-20 00:00:00","1975-01-15 00:00:00","mann","No","KrF",NULL,NULL
"EDHA","1.0","Edvard Isak","Hambro","1911-08-22 00:00:00","1977-02-01 00:00:00","mann",NULL,"H",NULL,NULL
"EDM",NULL,"Edvard","Mæland","1957-03-05 00:00:00","0001-01-01 00:00:00","mann","Te","H","<span class=\"size-7\" name=\"0\">for lite data til å lage ordsky</span>","<span class=\"size-1\" name=\"0.31143428423\">kvalifiserer</span><span class=\"size-2\" name=\"0.293616834801\">studium</span><span class=\"size-2\" name=\"0.285609650581\">flytter</span><span class=\"size-2\" name=\"0.276318527903\">støttet</span><span class=\"size-2\" name=\"0.276318527903\">lånekasse</span><span class=\"size-2\" name=\"0.266875942998\">personen</span><span class=\"size-2\" name=\"0.25758482032\">Medfører</span><span class=\"size-2\" name=\"0.257340230171\">permanent</span><span class=\"size-2\" name=\"0.255687407923\">bosatt</span><span class=\"size-2\" name=\"0.254346950055\">uføretrygd</span><span class=\"size-2\" name=\"0.253069845059\">Danmark</span><span class=\"size-2\" name=\"0.249748273807\">riktighet</span><span class=\"size-3\" name=\"0.230922793548\">sykdom</span><span class=\"size-3\" name=\"0.220738743485\">regler</span><span class=\"size-4\" name=\"0.214833837047\">student</span><span class=\"size-4\" name=\"0.212143316222\">alvorlig</span><span class=\"size-4\" name=\"0.202737693166\">tilbake</span><span class=\"size-4\" name=\"0.202480597034\">Statens</span><span class=\"size-4\" name=\"0.195279181037\">utdanning</span><span class=\"size-5\" name=\"0.170568527529\">norske</span><span class=\"size-5\" name=\"0.156096978016\">norsk</span><span class=\"size-6\" name=\"0.153852851364\">Norge</span>"
"EFO","1.0","Erling","Folkvord","1949-06-15 00:00:00","0001-01-01 00:00:00","mann","Os","RV",NULL,NULL
"EGAA","1.0","Egil","Aarvik","1912-12-12 00:00:00","1990-07-19 00:00:00","mann","Os","KrF",NULL,NULL
"EGEN","1.0","Egil","Endresen","1920-04-28 00:00:00","1992-05-10 00:00:00","mann","Ro","H",NULL,NULL
"EGH",NULL,"Ellen Gjerpe","Hansen","1941-07-22 00:00:00","0001-01-01 00:00:00","kvinne","Ve","H",NULL,NULL
"EGR","1.0","Edvard","Grimstad","1933-03-29 00:00:00","0001-01-01 00:00:00","mann","Øs","Sp",NULL,NULL
"EGS","1.0","Erik","Solheim","1955-01-18 00:00:00","0001-01-01 00:00:00","mann","Os","SV",NULL,NULL
"EH",NULL,"Ellen","Horn","1951-02-01 00:00:00","0001-01-01 00:00:00","kvinne",NULL,NULL,NULL,NULL
"EHO",NULL,"Einar","Holstad","1950-08-08 00:00:00","0001-01-01 00:00:00","mann","Ak","KrF",NULL,NULL
"EIBO","1.0","Eivind","Bolle","1923-10-13 00:00:00","2012-06-10 00:00:00","mann","No","A",NULL,NULL
"EIER","1.0","Eivind Kristoffer","Eriksen","1893-11-18 00:00:00","1949-08-08 00:00:00","mann","Ve","A",NULL,NULL
"EIFR","1.0","Einar","Frogner","1893-05-19 00:00:00","1955-07-10 00:00:00","mann","He","B",NULL,NULL
"EIFØ","1.0","Einar","Førde","1943-01-20 00:00:00","2004-09-26 00:00:00","mann","Os","A",NULL,NULL
"EIGE","1.0","Einar","Gerhardsen","1897-05-10 00:00:00","1987-09-19 00:00:00","mann","Os","A",NULL,NULL
"EIHA","1.0","Einfrid","Halvorsen","1937-10-13 00:00:00","0001-01-01 00:00:00","kvinne",NULL,NULL,NULL,NULL
"EIHR","1.0","Einar","Hareide","1899-10-24 00:00:00","1983-04-07 00:00:00","mann","MR","KrF",NULL,NULL
"EIHV","1.0","Einar","Hovdhaugen","1908-02-26 00:00:00","1996-07-01 00:00:00","mann","Op","B",NULL,NULL
"EIIV","1.0","Einar","Iveland","1892-05-09 00:00:00","1975-05-15 00:00:00","mann","AA","V",NULL,NULL
"EIJ",NULL,"Einar","Johansen","1941-12-04 00:00:00","0001-01-01 00:00:00","mann","Fi","A",NULL,NULL
"EIL",NULL,"Eirik Langeland","Fjeld","1973-09-06 00:00:00","0001-01-01 00:00:00","mann","Ho","SV",NULL,NULL
"EILI","1.0","Eigil Olaf","Liane","1916-05-07 00:00:00","1994-06-17 00:00:00","mann","Te","A",NULL,NULL
"EIMO","1.0","Einar Hole","Moxnes","1921-06-11 00:00:00","2006-01-20 00:00:00","mann","ST","Sp",NULL,NULL
"EIN",NULL,"Eivind","Nævdal-Bolstad","1987-04-23 00:00:00","0001-01-01 00:00:00","mann","Ho","H",NULL,NULL
"EINY","1.0","Einar","Nyheim","1929-08-07 00:00:00","1986-02-20 00:00:00","mann","Ho","SVf",NULL,NULL
"EIOS","1.0","Einar","Osland","1886-12-17 00:00:00","1955-02-16 00:00:00","mann",NULL,"V",NULL,NULL
"EIRE","1.0","Eivind","Reiten","1953-04-02 00:00:00","0001-01-01 00:00:00","mann",NULL,NULL,NULL,NULL
"EIRS","1.0","Eirik","Sivertsen","1971-03-17 00:00:00","0001-01-01 00:00:00","mann","No","A",NULL,NULL
"EIS","1.0","Einar","Steensnæs","1942-03-10 00:00:00","0001-01-01 00:00:00","mann","Ro","KrF",NULL,NULL
"EIST","1.0","Einar Magnus","Stavang","1898-11-20 00:00:00","1992-05-03 00:00:00","mann","SF","A",NULL,NULL
"EIWØ","1.0","Einar","Wøhni","1920-05-07 00:00:00","1987-02-14 00:00:00","mann","Tr","A",NULL,NULL
"EJ","1.0","Espen Granberg","Johnsen","1976-10-17 00:00:00","0001-01-01 00:00:00","mann","Op","A",NULL,NULL
"EKS","1.0","Eirin","Sund","1967-04-06 00:00:00","0001-01-01 00:00:00","kvinne","Ro","A",NULL,NULL
"EL","1.0","Eldbjørg","Løwer","1943-07-14 00:00:00","0001-01-01 00:00:00","kvinne",NULL,NULL,NULL,NULL
"ELAR",NULL,"Eli","Arnstad","1962-05-04 00:00:00","0001-01-01 00:00:00","kvinne","NT","Sp",NULL,NULL
"ELBA","1.0","Else Brandvoll","Andresen","1941-02-20 00:00:00","0001-01-01 00:00:00","kvinne","MR","Sp",NULL,NULL
"ELBJ","1.0","Eleonore","Bjartveit","1924-07-11 00:00:00","2002-09-26 00:00:00","kvinne","Os","KrF",NULL,NULL
"ELBN",NULL,"Elsie","Brandsvoll","1936-09-25 00:00:00","0001-01-01 00:00:00","kvinne","VA","KrF",NULL,NULL
"ELFO","1.0","Else Bugge","Fougner","1944-11-09 00:00:00","0001-01-01 00:00:00","kvinne",NULL,NULL,NULL,NULL
"ELIS",NULL,"Eli","Skoland","1958-05-11 00:00:00","0001-01-01 00:00:00","kvinne","He","H",NULL,NULL
"ELKO","1.0","Elsa","Kobberstad","1918-07-21 00:00:00","2007-07-07 00:00:00","kvinne","No","H",NULL,NULL
"ELKR","1.0","Eli","Kristiansen","1933-11-08 00:00:00","0001-01-01 00:00:00","kvinne","Os","KrF",NULL,NULL
"ELN","1.0","Elisabeth Røbekk","Nørve","1951-03-29 00:00:00","0001-01-01 00:00:00","kvinne","MR","H","<span class=\"size-1\" name=\"33\">bidra</span><span class=\"size-2\" name=\"31\">gjøre</span><span class=\"size-2\" name=\"28\">Møre</span><span class=\"size-2\" name=\"27\">få</span><span class=\"size-2\" name=\"27\"> 
</span><span class=\"size-3\" name=\"25\">Romsdal</span><span class=\"size-3\" name=\"24\">sørge</span><span class=\"size-3\" name=\"24\">Ålesund</span><span class=\"size-5\" name=\"19\">Regjeringen</span><span class=\"size-5\" name=\"18\">sikre</span><span class=\"size-5\" name=\"17\">Midt-Norge</span><span class=\"size-6\" name=\"15\">får</span><span class=\"size-6\" name=\"14\"> - </span><span class=\"size-6\" name=\"14\">helseministeren</span><span class=\"size-7\" name=\"13\">mer</span><span class=\"size-7\" name=\"13\">foreta</span><span class=\"size-7\" name=\"13\">Norge</span><span class=\"size-7\" name=\"13\">Helse</span><span class=\"size-7\" name=\"13\">bedre</span><span class=\"size-7\" name=\"11\">god</span><span class=\"size-7\" name=\"11\">Ser</span><span class=\"size-7\" name=\"11\">ny</span><span class=\"size-7\" name=\"11\">følge</span><span class=\"size-7\" name=\"10\">forhold</span><span class=\"size-7\" name=\"10\">nye</span><span class=\"size-7\" name=\"10\">Molde</span><span class=\"size-7\" name=\"10\">Mener</span><span class=\"size-8\" name=\"9\">enig</span><span class=\"size-8\" name=\"9\">området</span><span class=\"size-8\" name=\"9\">viser</span>","<span class=\"size-1\" name=\"0.0341412559526\">Møre</span><span class=\"size-2\" name=\"0.0318906063434\">Ålesund</span><span class=\"size-2\" name=\"0.0305457902957\">Romsdal</span><span class=\"size-2\" name=\"0.0300209306278\">bidra</span><span class=\"size-4\" name=\"0.023743735307\">gjøre</span><span class=\"size-4\" name=\"0.0222943648495\">sørge</span><span class=\"size-4\" name=\"0.0212979935363\">Midt-Norge</span><span class=\"size-5\" name=\"0.0203412836102\"> 
</span><span class=\"size-5\" name=\"0.0191622806955\">få</span><span class=\"size-6\" name=\"0.016023264022\">Regjeringen</span><span class=\"size-6\" name=\"0.0157297325047\">helseministeren</span><span class=\"size-6\" name=\"0.0149461484805\">sikre</span><span class=\"size-6\" name=\"0.0144238516224\"> - </span><span class=\"size-6\" name=\"0.0142872002301\">Molde</span><span class=\"size-7\" name=\"0.0135543567843\">Helse</span><span class=\"size-7\" name=\"0.0129615151544\">får</span><span class=\"size-7\" name=\"0.0127537764156\">Ser</span><span class=\"size-7\" name=\"0.0123238759424\">bedre</span><span class=\"size-7\" name=\"0.012136197635\">foreta</span><span class=\"size-7\" name=\"0.0114525533715\">Kristiansund</span><span class=\"size-8\" name=\"0.010225950775\">Norge</span><span class=\"size-8\" name=\"0.0100834091894\">Sunnmøre</span><span class=\"size-8\" name=\"0.00967259623485\">konkret</span><span class=\"size-8\" name=\"0.00966677900174\">Mener</span><span class=\"size-8\" name=\"0.00961095186542\">Geiranger</span><span class=\"size-8\" name=\"0.00960401847573\">redegjøre</span><span class=\"size-8\" name=\"0.00960362458279\">god</span><span class=\"size-8\" name=\"0.00954980590427\">mer</span><span class=\"size-8\" name=\"0.00949411256386\">enig</span>"
"ELNO","1.0","Eldrid","Nordbø","1942-08-12 00:00:00","0001-01-01 00:00:00","kvinne",NULL,NULL,NULL,NULL
"ELRE","1.0","Else","Repål","1930-02-20 00:00:00","0001-01-01 00:00:00","kvinne","He","A",NULL,NULL
"ELSK","1.0","Elsa","Skarbøvik","1948-11-03 00:00:00","0001-01-01 00:00:00","kvinne","Ve","KrF",NULL,NULL
"ELV","1.0","Hårek","Elvenes","1959-06-17 00:00:00","0001-01-01 00:00:00","mann","Ak","H",NULL,NULL
"ELVA","1.0","Lars Elisæus","Vatnaland","1892-04-18 00:00:00","1983-03-09 00:00:00","mann","Ro","B",NULL,NULL
"EMLØ","1.0","Emil","Løvlien","1899-09-22 00:00:00","1973-06-04 00:00:00","mann","He","NKP",NULL,NULL
"ENDS",NULL,"Endre","Skjørestad","1953-05-02 00:00:00","0001-01-01 00:00:00","mann","Ro","Sp",NULL,NULL
"ENLI","1.0","Engly","Lie","1919-08-04 00:00:00","2001-11-01 00:00:00","mann","VA","A",NULL,NULL
"ENS",NULL,"Endre","Skjervø","1973-07-24 00:00:00","0001-01-01 00:00:00","mann","NT","FrP",NULL,NULL
"ENVE","1.0","Endre Kristian","Vestvik","1894-09-12 00:00:00","1956-03-29 00:00:00","mann","Ro","KrF",NULL,NULL
"EOS","1.0","Einar Olav","Skogholt","1947-12-18 00:00:00","0001-01-01 00:00:00","mann","He","A",NULL,NULL
"ERAS","1.0","Erland","Asdahl","1921-04-06 00:00:00","1988-07-19 00:00:00","mann","Ak","Sp",NULL,NULL
"ERBA","1.0","Erik","Braadland","1910-11-21 00:00:00","1988-07-14 00:00:00","mann","Øs","Sp",NULL,NULL
"EREN","1.0","Erling","Engan","1910-06-14 00:00:00","1982-05-09 00:00:00","mann","No","B",NULL,NULL
"ERER","1.0","Erling","Erland","1917-07-12 00:00:00","1988-01-13 00:00:00","mann","Ro","ALP",NULL,NULL
"ERF","1.0","Eva R.","Finstad","1933-08-06 00:00:00","1998-06-08 00:00:00","kvinne","Ak","H",NULL,NULL
"ERFR","1.0","Erling","Fredriksfryd","1905-02-07 00:00:00","1977-01-17 00:00:00","mann",NULL,"H",NULL,NULL
"ERGJ","1.0","Erik","Gjems-Onstad","1922-02-22 00:00:00","2011-11-18 00:00:00","mann","Ak","ALP",NULL,NULL
"ERLB",NULL,"Erling","Brandsnes","1945-03-20 00:00:00","0001-01-01 00:00:00","mann","He","A",NULL,NULL
"ERLG",NULL,"Erlend","Grimstad","1967-12-23 00:00:00","0001-01-01 00:00:00","mann",NULL,NULL,NULL,NULL
"ERLN","1.0","Erlend","Nornes","1969-08-05 00:00:00","0001-01-01 00:00:00","mann","Ho","H",NULL,NULL
"ERNO","1.0","Erling Johannes","Norvik","1899-04-27 00:00:00","1964-11-27 00:00:00","mann",NULL,"H",NULL,NULL
"ERNR","1.0","Erling","Norvik","1928-04-09 00:00:00","1998-12-31 00:00:00","mann","Fi","H",NULL,NULL
"ERPE","1.0","Erling","Petersen","1906-07-13 00:00:00","1992-08-29 00:00:00","mann","Os","H",NULL,NULL
"ERST","1.0","Erland","Steenberg","1919-02-11 00:00:00","2009-12-11 00:00:00","mann","Bu","Sp",NULL,NULL
"ERVI","1.0","Erling Johan","Vindenes","1900-09-30 00:00:00","1984-07-29 00:00:00","mann","No","V",NULL,NULL
"ERWI","1.0","Erling","Wikborg","1894-11-05 00:00:00","1992-04-06 00:00:00","mann","Ak","KrF",NULL,NULL
"ERWR","1.0","Ernst","Wroldsen","1944-12-04 00:00:00","0001-01-01 00:00:00","mann","Ve","A",NULL,NULL
"ES","1.0","Erna","Solberg","1961-02-24 00:00:00","0001-01-01 00:00:00","kvinne","Ho","H",NULL,NULL
"ESAN",NULL,"Erling","Sande","1978-11-08 00:00:00","0001-01-01 00:00:00","mann","SF","Sp",NULL,NULL
"ESF","1.0","Eirin","Faldet","1944-01-05 00:00:00","0001-01-01 00:00:00","kvinne","He","A",NULL,NULL
"ESKO",NULL,"Elizabeth","Skogrand","1970-02-27 00:00:00","0001-01-01 00:00:00","kvinne","Bu","H",NULL,NULL
"ESO","1.0","Eli Sollied","Øveraas","1949-08-15 00:00:00","0001-01-01 00:00:00","kvinne","MR","Sp",NULL,NULL
"EVA","1.0","Eva Vinje","Aurdal","1957-12-06 00:00:00","0001-01-01 00:00:00","kvinne","MR","A",NULL,NULL
